,loss,accuracy
0,0.5635769367218018,0.8200154900550842
1,0.31548258662223816,0.9014739990234375
2,0.2659781575202942,0.9158262014389038
3,0.2568533718585968,0.9239720702171326
4,0.2315797209739685,0.9313421249389648
5,0.20835620164871216,0.9340574145317078
6,0.18544317781925201,0.9402637481689453
7,0.16343310475349426,0.9519007205963135
8,0.1836608648300171,0.9433669447898865
9,0.15023860335350037,0.9526764750480652
10,0.19899243116378784,0.9437548518180847
11,0.18886330723762512,0.9499611854553223
12,0.13289017975330353,0.9615981578826904
13,0.13030146062374115,0.9573312401771545
14,0.1372690349817276,0.9596586227416992
15,0.12583009898662567,0.9584949612617493
16,0.10094977915287018,0.9681923985481262
17,0.13152983784675598,0.967804491519928
18,0.13582079112529755,0.9596586227416992
19,0.13830974698066711,0.960822343826294
20,0.10719293355941772,0.9685803055763245
21,0.1157216727733612,0.9662529230117798
22,0.10646579414606094,0.9712955951690674
23,0.12627722322940826,0.9650892019271851
24,0.10268101096153259,0.9701318740844727
25,0.10406821221113205,0.969356119632721
26,0.0994458869099617,0.9732350707054138
27,0.10179570317268372,0.9720713496208191
28,0.07953061163425446,0.9755624532699585
29,0.09205478429794312,0.974786639213562
30,0.08894065022468567,0.9720713496208191
31,0.16751590371131897,0.9526764750480652
32,0.0981164202094078,0.9743987321853638
33,0.09583336114883423,0.9751745462417603
34,0.07273782044649124,0.9786656498908997
35,0.08170205354690552,0.9755624532699585
36,0.09056480973958969,0.9759503602981567
37,0.07781118899583817,0.9794414043426514
38,0.07375161349773407,0.9813809394836426
39,0.06463818997144699,0.9786656498908997
40,0.09790396690368652,0.9732350707054138
41,0.06489797681570053,0.9821566939353943
42,0.08164823055267334,0.9759503602981567
43,0.07771088182926178,0.9755624532699585
44,0.07185778766870499,0.9790535569190979
45,0.09544698148965836,0.9732350707054138
46,0.07834558933973312,0.9786656498908997
47,0.0626426711678505,0.9829325079917908
48,0.07934825867414474,0.9775019288063049
49,0.07887288182973862,0.9794414043426514
50,0.0642935261130333,0.9794414043426514
51,0.05495408922433853,0.9856477975845337
52,0.08670222759246826,0.981768786907196
53,0.07224565744400024,0.9798293113708496
54,0.05507855862379074,0.984484076499939
55,0.05185680091381073,0.9852598905563354
56,0.09568452090024948,0.9740108847618103
57,0.06256239116191864,0.9848719835281372
58,0.053896214812994,0.9868114590644836
59,0.12630191445350647,0.9681923985481262
60,0.07493016868829727,0.9802172183990479
