,loss,mae,mse
0,0.03192025050520897,0.03192025050520897,0.002934225369244814
1,0.027066947892308235,0.027066947892308235,0.002535128965973854
2,0.024296540766954422,0.024296540766954422,0.002326060552150011
3,0.022238511592149734,0.022238511592149734,0.00203802646137774
4,0.02087564580142498,0.02087564580142498,0.001932731131091714
5,0.019731197506189346,0.019731197506189346,0.0017814472084864974
6,0.019273385405540466,0.019273385405540466,0.001728545525111258
7,0.018609726801514626,0.018609726801514626,0.0015747685683891177
8,0.01811712607741356,0.01811712607741356,0.001522646052762866
9,0.017812209203839302,0.017812209203839302,0.0014732074923813343
10,0.017485953867435455,0.017485953867435455,0.0014295860892161727
11,0.017300810664892197,0.017300810664892197,0.0013965590624138713
12,0.01710319332778454,0.01710319332778454,0.0013674342771992087
13,0.016790149733424187,0.016790149733424187,0.00133595522493124
14,0.016771795228123665,0.016771795228123665,0.0013003941858187318
15,0.016446715220808983,0.016446715220808983,0.001283161691389978
16,0.016460709273815155,0.016460709273815155,0.0012592155253514647
17,0.016100624576210976,0.016100624576210976,0.0012463200837373734
18,0.016074441373348236,0.016074441373348236,0.0012253207387402654
19,0.015871461480855942,0.015871461480855942,0.0012046691263094544
20,0.015768008306622505,0.015768008306622505,0.0011798501946032047
21,0.015566211193799973,0.015566211193799973,0.0011619681026786566
22,0.01564442738890648,0.01564442738890648,0.0011831903830170631
23,0.015470587648451328,0.015470587648451328,0.0011498209787532687
24,0.015375103801488876,0.015375103801488876,0.0011372133158147335
25,0.015367553569376469,0.015367553569376469,0.001138382125645876
26,0.015122480690479279,0.015122480690479279,0.0011322465725243092
27,0.015067079104483128,0.015067079104483128,0.001113098463974893
28,0.014982293359935284,0.014982293359935284,0.00111004791688174
29,0.014904055744409561,0.014904055744409561,0.0010902289068326354
30,0.014819636940956116,0.014819636940956116,0.0010725854663178325
31,0.014704201370477676,0.014704201370477676,0.0010475227609276772
32,0.014528670348227024,0.014528670348227024,0.0010321098379790783
33,0.014495697803795338,0.014495697803795338,0.001031752210110426
34,0.014359785243868828,0.014359785243868828,0.0010218977695330977
35,0.014262154698371887,0.014262154698371887,0.001007905462756753
36,0.014160726219415665,0.014160726219415665,0.0009907224448397756
37,0.014113283716142178,0.014113283716142178,0.000984504702500999
38,0.014028470031917095,0.014028470031917095,0.0009585306979715824
39,0.014021874405443668,0.014021874405443668,0.0009687949204817414
40,0.013983849436044693,0.013983849436044693,0.0009690636652521789
41,0.013653221540153027,0.013653221540153027,0.0009545938228257
42,0.013946816325187683,0.013946816325187683,0.0009478009887970984
43,0.013882865197956562,0.013882865197956562,0.0009199912892654538
44,0.013535860925912857,0.013535860925912857,0.0009346182341687381
45,0.01348708663135767,0.01348708663135767,0.0009389198967255652
46,0.013375692069530487,0.013375692069530487,0.0009150362457148731
47,0.013231155462563038,0.013231155462563038,0.0009092040709219873
48,0.013177592307329178,0.013177592307329178,0.0008997473632916808
49,0.013181300833821297,0.013181300833821297,0.0009102784679271281
50,0.013293243944644928,0.013293243944644928,0.000907202425878495
51,0.012992543168365955,0.012992543168365955,0.0009173883008770645
52,0.01285305805504322,0.01285305805504322,0.0008875944768078625
53,0.012866835109889507,0.012866835109889507,0.0009048472275026143
54,0.012760945595800877,0.012760945595800877,0.00091480155242607
55,0.01272987574338913,0.01272987574338913,0.0008963090367615223
56,0.012555710971355438,0.012555710971355438,0.0009071357781067491
57,0.012735306285321712,0.012735306285321712,0.0008886425057426095
58,0.012417388148605824,0.012417388148605824,0.0008838471840135753
59,0.012407352216541767,0.012407352216541767,0.0008856020867824554
60,0.012445666827261448,0.012445666827261448,0.0008872586186043918
61,0.01236898172646761,0.01236898172646761,0.0009019221179187298
62,0.012324340641498566,0.012324340641498566,0.0008913747733458877
63,0.012613418512046337,0.012613418512046337,0.0008829613216221333
64,0.012466533109545708,0.012466533109545708,0.0008656235295347869
65,0.012395019643008709,0.012395019643008709,0.0008972241776064038
66,0.012213977053761482,0.012213977053761482,0.0008559057605452836
67,0.01208850834518671,0.01208850834518671,0.0008654258563183248
68,0.012136183679103851,0.012136183679103851,0.0008534379303455353
69,0.012044593691825867,0.012044593691825867,0.0008693881100043654
70,0.012301690876483917,0.012301690876483917,0.0008631284581497312
71,0.012052325531840324,0.012052325531840324,0.0008758169715292752
72,0.01190907508134842,0.01190907508134842,0.0008776017930358648
73,0.011892028152942657,0.011892028152942657,0.0008560353890061378
74,0.011816360056400299,0.011816360056400299,0.0008561542490497231
75,0.01189027726650238,0.01189027726650238,0.0008399830549024045
76,0.01175049226731062,0.01175049226731062,0.0008406078559346497
77,0.01183221023529768,0.01183221023529768,0.0008445640560239553
78,0.01181459054350853,0.01181459054350853,0.0008485350990667939
79,0.011828458867967129,0.011828458867967129,0.0008222589967772365
80,0.01169666089117527,0.01169666089117527,0.0008308457909151912
81,0.01169505063444376,0.01169505063444376,0.0008680113242007792
82,0.011761446483433247,0.011761446483433247,0.0008342375513166189
83,0.011593708768486977,0.011593708768486977,0.0008370468858629465
84,0.011458644643425941,0.011458644643425941,0.0008239162270911038
85,0.011468534357845783,0.011468534357845783,0.0008105437736958265
86,0.011690297164022923,0.011690297164022923,0.000823053705971688
87,0.01150476187467575,0.01150476187467575,0.0008469722815789282
88,0.011546681635081768,0.011546681635081768,0.0008451448520645499
89,0.011503195390105247,0.011503195390105247,0.0008262687479145825
90,0.011289435438811779,0.011289435438811779,0.0008249763632193208
91,0.0116856275126338,0.0116856275126338,0.0008215741254389286
92,0.011575810611248016,0.011575810611248016,0.0008389073191210628
93,0.011336748488247395,0.011336748488247395,0.0008047764422371984
94,0.011263740248978138,0.011263740248978138,0.0008038138621486723
95,0.011245286092162132,0.011245286092162132,0.0007965255645103753
96,0.011325405910611153,0.011325405910611153,0.0008045534486882389
97,0.011420776136219501,0.011420776136219501,0.0008059656247496605
98,0.011575433425605297,0.011575433425605297,0.0008296442683786154
99,0.011120924726128578,0.011120924726128578,0.0008020685636438429
100,0.011145508848130703,0.011145508848130703,0.0007931787986308336
101,0.011261573061347008,0.011261573061347008,0.0007902857032604516
102,0.01129322499036789,0.01129322499036789,0.0007802322506904602
103,0.011105427518486977,0.011105427518486977,0.0008113819058053195
104,0.011168490163981915,0.011168490163981915,0.0007807131623849273
105,0.011117908172309399,0.011117908172309399,0.0007918023620732129
106,0.011034790426492691,0.011034790426492691,0.0007988890283741057
107,0.010922133922576904,0.010922133922576904,0.0007777148275636137
108,0.011067008599638939,0.011067008599638939,0.0007854158757254481
109,0.011131803505122662,0.011131803505122662,0.0008071907213889062
110,0.010844864882528782,0.010844864882528782,0.000769302889239043
111,0.01094520092010498,0.01094520092010498,0.0007834896096028388
112,0.010879958048462868,0.010879958048462868,0.0007910086424089968
113,0.011011473834514618,0.011011473834514618,0.0007852624985389411
114,0.010984823107719421,0.010984823107719421,0.0007540346123278141
115,0.010748679749667645,0.010748679749667645,0.000788557343184948
116,0.010858342982828617,0.010858342982828617,0.0007681928691454232
