,loss,mse,val_loss,val_mse
0,0.0015661329962313175,0.0015661329962313175,0.00343333650380373,0.00343333650380373
1,0.0015031208749860525,0.0015031208749860525,0.003393641673028469,0.003393641673028469
2,0.0014460674719884992,0.0014460674719884992,0.0033615499269217253,0.0033615499269217253
3,0.001394405378960073,0.001394405378960073,0.0033035024534910917,0.0033035024534910917
4,0.0013447916135191917,0.0013447916135191917,0.003234304254874587,0.003234304254874587
5,0.0013022219063714147,0.0013022219063714147,0.003178731305524707,0.003178731305524707
6,0.0012581811752170324,0.0012581811752170324,0.0031603812240064144,0.0031603812240064144
7,0.0012169757392257452,0.0012169757392257452,0.0030957700219005346,0.0030957700219005346
8,0.0011806106194853783,0.0011806106194853783,0.003032129257917404,0.003032129257917404
9,0.0011523938737809658,0.0011523938737809658,0.003007339546456933,0.003007339546456933
10,0.0011134921805933118,0.0011134921805933118,0.0029455109033733606,0.0029455109033733606
11,0.00108137889765203,0.00108137889765203,0.002896186662837863,0.002896186662837863
12,0.0010557998903095722,0.0010557998903095722,0.0028357894625514746,0.0028357894625514746
13,0.0010274756932631135,0.0010274756932631135,0.0027790500316768885,0.0027790500316768885
14,0.0010027721291407943,0.0010027721291407943,0.002741045318543911,0.002741045318543911
15,0.0009796256199479103,0.0009796256199479103,0.002680358709767461,0.002680358709767461
16,0.0009551953990012407,0.0009551953990012407,0.0026087393052875996,0.0026087393052875996
17,0.0009316377690993249,0.0009316377690993249,0.0025797164998948574,0.0025797164998948574
18,0.0009084568009711802,0.0009084568009711802,0.0025301137939095497,0.0025301137939095497
19,0.0008914947393350303,0.0008914947393350303,0.002468855120241642,0.002468855120241642
20,0.0008676964207552373,0.0008676964207552373,0.002438026014715433,0.002438026014715433
21,0.0008489899919368327,0.0008489899919368327,0.0023817671462893486,0.0023817671462893486
22,0.0008329777047038078,0.0008329777047038078,0.002360158832743764,0.002360158832743764
23,0.0008123526349663734,0.0008123526349663734,0.002318228129297495,0.002318228129297495
24,0.0007943773525767028,0.0007943773525767028,0.002293716184794903,0.002293716184794903
25,0.0007804284687153995,0.0007804284687153995,0.0022482688073068857,0.0022482688073068857
26,0.000760299211833626,0.000760299211833626,0.002243982395157218,0.002243982395157218
27,0.0007452930440194905,0.0007452930440194905,0.0022091781720519066,0.0022091781720519066
28,0.0007252954528667033,0.0007252954528667033,0.0021404805593192577,0.0021404805593192577
29,0.0007100786315277219,0.0007100786315277219,0.0021249803248792887,0.0021249803248792887
30,0.0006955472636036575,0.0006955472636036575,0.0020936140790581703,0.0020936140790581703
31,0.0006827816250734031,0.0006827816250734031,0.0020655617117881775,0.0020655617117881775
32,0.0006671312148682773,0.0006671312148682773,0.001995817292481661,0.001995817292481661
33,0.0006558678578585386,0.0006558678578585386,0.0019737863913178444,0.0019737863913178444
34,0.0006409646011888981,0.0006409646011888981,0.001944147516041994,0.001944147516041994
