,Prediced,True,Error
0,65.35795593261719,70.71,5.352044067382806
1,55.351097106933594,52.9,2.451097106933595
2,117.82624053955078,126.01,8.183759460449224
3,66.10082244873047,68.7,2.599177551269534
4,31.001773834228516,31.03,0.028226165771485512
5,53.876346588134766,50.81999999999999,3.0563465881347724
6,34.58317947387695,32.43,2.1531794738769534
7,23.83490562438965,25.88,2.0450943756103506
8,282.8186340332031,282.32,0.4986340332031318
9,123.95465087890625,123.97399999999999,0.01934912109373954
10,124.736083984375,127.20599999999997,2.4699160156249746
11,83.34488677978516,84.58,1.235113220214842
12,50.037010192871094,48.34,1.6970101928710903
13,45.116363525390625,42.90999999999999,2.2063635253906355
14,36.679317474365234,36.6,0.07931747436523295
15,73.34915161132812,72.88,0.46915161132812955
16,17.688547134399414,17.63,0.05854713439941506
17,129.99501037597656,132.84099999999998,2.8459896240234173
18,98.34874725341797,99.008,0.6592527465820268
19,105.73308563232422,101.03999999999999,4.693085632324227
20,43.46465301513672,43.459999999999994,0.004653015136725003
21,78.87153625488281,78.006,0.8655362548828123
22,59.236412048339844,58.81,0.4264120483398415
23,282.6826171875,282.32,0.3626171875000068
24,40.867889404296875,41.120000000000005,0.25211059570312955
25,16.71358299255371,16.07,0.6435829925537107
26,42.29357147216797,42.02,0.2735714721679656
27,42.16225814819336,41.01,1.1522581481933614
28,13.788657188415527,14.05,0.26134281158447337
29,30.597946166992188,29.680000000000003,0.9179461669921842
30,57.9179801940918,56.14,1.7779801940917963
31,61.94990921020508,58.49,3.459909210205076
32,193.90818786621094,194.43,0.5218121337890693
33,315.64666748046875,316.7,1.0533325195312386
34,38.67518997192383,38.47,0.20518997192382926
35,79.94641876220703,82.13,2.183581237792964
36,57.8708610534668,57.8025,0.06836105346679489
37,107.9794921875,108.962,0.9825078125000033
38,28.79349708557129,29.970000000000002,1.1765029144287134
39,15.251115798950195,14.97,0.2811157989501947
40,282.2679138183594,282.32,0.05208618164061818
41,301.9513854980469,301.94,0.011385498046877274
42,23.157608032226562,22.54,0.6176080322265634
43,38.85633087158203,46.34,7.483669128417972
44,151.71609497070312,149.44099999999997,2.275094970703151
45,37.02062225341797,36.86,0.16062225341796932
46,45.91197204589844,45.12,0.7919720458984401
47,65.1867446899414,60.55,4.636744689941409
48,31.288105010986328,32.7,1.4118949890136747
49,109.47017669677734,107.2,2.270176696777341
50,75.51457977294922,75.74999999999999,0.23542022705076704
51,101.25240325927734,101.4129,0.16049674072264963
52,68.72341918945312,72.83,4.106580810546873
53,31.202959060668945,30.679999999999996,0.5229590606689491
54,301.8940124511719,301.94,0.045987548828122726
55,37.980186462402344,39.63,1.6498135375976588
56,53.236961364746094,53.13000000000001,0.10696136474608409
57,126.189697265625,123.69000000000001,2.499697265624988
58,31.463329315185547,32.73,1.26667068481445
59,43.703369140625,44.45,0.7466308593750028
60,47.53580093383789,49.28,1.7441990661621105
61,96.07735443115234,95.6828585,0.39449593115234904
62,194.55992126464844,194.43,0.12992126464843068
63,62.548095703125,62.18,0.3680957031250003
64,34.97983932495117,34.97,0.009839324951173012
65,124.44076538085938,121.55299999999997,2.887765380859406
66,317.39935302734375,316.7,0.6993530273437614
67,16.24742889404297,15.85,0.3974288940429691
68,107.36894226074219,106.77699999999999,0.5919422607422007
69,87.93047332763672,87.23,0.7004733276367148
70,87.19019317626953,89.85633599999998,2.6661428237304534
71,236.27322387695312,235.45,0.8232238769531364
72,67.79700469970703,66.72,1.0770046997070324
73,55.922325134277344,54.06,1.8623251342773415
74,83.48049926757812,82.7,0.7804992675781222
75,50.71776580810547,52.07,1.3522341918945315
76,38.19163513183594,35.7,2.4916351318359347
77,20.566743850708008,23.0,2.433256149291992
78,67.3057632446289,71.51,4.204236755371099
79,74.49934387207031,74.56,0.060656127929689774
80,54.35403823852539,55.42,1.065961761474611
81,68.69236755371094,68.3,0.39236755371094034
82,28.1391658782959,26.94,1.1991658782958972
83,44.90414810180664,45.73,0.8258518981933562
84,20.232681274414062,19.56,0.6726812744140638
85,24.132572174072266,24.160000000000004,0.02742782592773807
86,87.36071014404297,85.07,2.2907101440429756
87,112.011474609375,115.71800000000002,3.7065253906250177
88,39.4526481628418,39.0,0.4526481628417969
89,38.89797592163086,35.14,3.757975921630859
90,38.57103729248047,37.74,0.8310372924804668
91,315.7861328125,316.7,0.9138671874999886
92,52.11254119873047,52.53,0.4174588012695324
93,302.2004089355469,301.94,0.2604089355468773
94,72.81678771972656,72.41,0.4067877197265659
95,26.96091651916504,28.050000000000004,1.0890834808349652
96,99.7138900756836,101.59999999999997,1.8861099243163721
97,116.72681427001953,114.465,2.261814270019528
98,42.36955261230469,45.46,3.0904473876953134
99,245.31103515625,235.45,9.861035156250011
100,95.69556427001953,89.974,5.7215642700195275
101,68.15646362304688,61.87,6.286463623046878
102,311.1393737792969,316.7,5.560626220703114
103,133.29071044921875,155.173,21.882289550781252
104,65.49667358398438,65.94,0.4433264160156227
105,75.62293243408203,77.27,1.6470675659179648
106,18.004613876342773,19.99,1.985386123657225
107,44.350032806396484,41.8,2.550032806396487
108,55.63740921020508,51.64,3.9974092102050776
109,74.14301300048828,77.316,3.1729869995117213
