,loss,accuracy
0,0.6504296660423279,0.7843289375305176
1,0.44937145709991455,0.8591931462287903
2,0.29804477095603943,0.9111714363098145
3,0.2935532331466675,0.9142746329307556
4,0.24204179644584656,0.925911545753479
5,0.2491161972284317,0.924747884273529
6,0.21413227915763855,0.9464701414108276
7,0.19949281215667725,0.9429790377616882
8,0.23715925216674805,0.9317300319671631
9,0.17907026410102844,0.9472459554672241
10,0.15969865024089813,0.9519007205963135
11,0.17158621549606323,0.9530643820762634
12,0.1368817836046219,0.9573312401771545
13,0.16430920362472534,0.9487975239753723
14,0.12776242196559906,0.9592707753181458
15,0.1443801373243332,0.9612102508544922
16,0.14286011457443237,0.9584949612617493
17,0.1384391337633133,0.9604344367980957
18,0.12785908579826355,0.9631497263908386
19,0.12445184588432312,0.9643134474754333
20,0.12572719156742096,0.966640830039978
21,0.11379601061344147,0.967804491519928
22,0.10723912715911865,0.969356119632721
23,0.09664861112833023,0.966640830039978
24,0.09613294154405594,0.9709076881408691
25,0.11782675981521606,0.9643134474754333
26,0.1124255359172821,0.9662529230117798
27,0.0800812765955925,0.9755624532699585
28,0.11038969457149506,0.969356119632721
29,0.10690858215093613,0.969356119632721
30,0.08243721723556519,0.974786639213562
31,0.08571391552686691,0.974786639213562
32,0.09300344437360764,0.9712955951690674
33,0.09310278296470642,0.9751745462417603
34,0.11486057937145233,0.9647012948989868
35,0.1163826659321785,0.9650892019271851
36,0.09488100558519363,0.9709076881408691
37,0.08165442943572998,0.9790535569190979
38,0.09830819070339203,0.9709076881408691
39,0.059146858751773834,0.9837083220481873
40,0.0930844098329544,0.9740108847618103
41,0.08306324481964111,0.969356119632721
42,0.09387669712305069,0.9759503602981567
43,0.1308179497718811,0.9705197811126709
44,0.07272432744503021,0.9778898358345032
45,0.07978478074073792,0.9794414043426514
46,0.08619198948144913,0.9767261147499084
47,0.06605043262243271,0.983320415019989
48,0.10614616423845291,0.9705197811126709
49,0.08311104029417038,0.9782777428627014
