,loss,accuracy
0,0.5340981483459473,0.8339798450469971
1,0.31029000878334045,0.8964313268661499
2,0.26278606057167053,0.9197052121162415
3,0.23834852874279022,0.9228083491325378
4,0.20568951964378357,0.9332816004753113
5,0.166707843542099,0.9480217099189758
6,0.23393243551254272,0.9270752668380737
7,0.1741717904806137,0.9526764750480652
8,0.13302016258239746,0.9612102508544922
9,0.1177797019481659,0.9643134474754333
10,0.12062784284353256,0.9635376334190369
11,0.12000002712011337,0.9650892019271851
12,0.20078524947166443,0.94259113073349
13,0.13081328570842743,0.9650892019271851
14,0.15061865746974945,0.9600465297698975
15,0.1623092144727707,0.9577191472053528
16,0.1140727773308754,0.969356119632721
17,0.10442840307950974,0.9670286774635315
18,0.09517589211463928,0.9716835021972656
19,0.08417347818613052,0.9728471636772156
20,0.1235179454088211,0.969356119632721
21,0.09292807430028915,0.9709076881408691
22,0.07895626872777939,0.9775019288063049
23,0.13760244846343994,0.960822343826294
24,0.10310442745685577,0.9716835021972656
25,0.1870996654033661,0.9553917646408081
26,0.081828773021698,0.9775019288063049
27,0.10267641395330429,0.9728471636772156
28,0.11637872457504272,0.9697439670562744
29,0.07445583492517471,0.9813809394836426
30,0.07894071936607361,0.9802172183990479
31,0.07398074865341187,0.9825446009635925
32,0.061887867748737335,0.9829325079917908
33,0.06867922097444534,0.9794414043426514
34,0.0703800618648529,0.9825446009635925
35,0.1207331046462059,0.9740108847618103
36,0.08531953394412994,0.9743987321853638
37,0.08513166755437851,0.9786656498908997
38,0.05812246724963188,0.983320415019989
39,0.07807765156030655,0.9767261147499084
40,0.06643655151128769,0.9837083220481873
41,0.07197251170873642,0.983320415019989
42,0.06233863905072212,0.9809930324554443
43,0.07635442167520523,0.9782777428627014
44,0.04564693197607994,0.9899146556854248
45,0.05067012459039688,0.9864236116409302
46,0.14939762651920319,0.9662529230117798
47,0.07436173409223557,0.9755624532699585
48,0.05295631289482117,0.9856477975845337
49,0.0666886493563652,0.981768786907196
